doi	subject
43587-024-00633-z	Metabolism
43587-024-00709-w	Ageing
43587-024-00709-w	Epigenomics
43587-024-00709-w	Methylation analysis
43588-024-00622-7	Classification and taxonomy
43588-024-00622-7	Computational models
43587-024-00595-2	Ageing
43587-024-00595-2	Lipidomics
43587-024-00595-2	Metabolomics
43587-024-00595-2	Molecular biology
43587-024-00607-1	Reproductive disorders
43587-024-00607-1	Senescence
44159-024-00384-z	Human behaviour
44159-024-00384-z	Psychology
43587-024-00739-4	Ageing
43587-024-00739-4	Policy
43588-024-00702-8	Ethics
43588-024-00702-8	Funding
43588-024-00702-8	Science
43588-024-00702-8	 technology and society
43588-024-00696-3	Cellular neuroscience
43588-024-00696-3	Computational neuroscience
43856-024-00681-x	Neurological disorders
43856-024-00681-x	Prognosis
43856-024-00658-w	Antibodies
43856-024-00658-w	Predictive markers
43587-024-00705-0	Alzheimer's disease
43587-024-00705-0	Nutrition disorders
43856-024-00669-7	Diagnosis
43856-024-00669-7	Diagnostic markers
43856-024-00669-7	Metabolomics
43588-024-00605-8	Computational science
43588-024-00605-8	Machine learning
43587-024-00592-5	Ageing
43587-024-00592-5	Alzheimer's disease
43587-024-00592-5	Mechanisms of disease
43588-024-00597-5	Cancer genomics
43588-024-00597-5	Gene regulatory networks
43588-024-00597-5	Software
43588-024-00611-w	Fluorescence imaging
43588-024-00611-w	Machine learning
43588-024-00611-w	Protein function predictions
43587-024-00735-8	Ageing
43587-024-00735-8	Alzheimer's disease
43587-024-00735-8	Scientific community
43587-024-00653-9	Ageing
43587-024-00653-9	Cardiovascular biology
43587-024-00653-9	Lymphocytes
44168-024-00200-7	Climate change
44168-024-00200-7	Government
44161-024-00576-z	Cardiology
44161-024-00576-z	Drug development
44161-024-00576-z	Translational research
44160-024-00680-9	Inorganic chemistry
44160-024-00680-9	Chemical synthesis
44184-024-00112-8	Biomarkers
44184-024-00112-8	Biomedical engineering
44184-024-00112-8	Health care
44184-024-00112-8	Medical research
44184-024-00112-8	Signs and symptoms
44222-024-00265-3	Bioinspired materials
44222-024-00265-3	Tissue engineering
44160-024-00637-y	Drug discovery and development
44160-024-00637-y	Synthetic chemistry methodology
44160-024-00637-y	Photochemistry
44160-024-00670-x	Catalyst synthesis
44160-024-00670-x	Electrocatalysis
44160-024-00670-x	Chemical synthesis
44160-024-00643-0	Energy
44160-024-00643-0	Materials chemistry
44160-024-00643-0	Materials science
44160-024-00643-0	Theoretical chemistry
44222-024-00268-0	Biomedical engineering
44222-024-00268-0	Tissues
44161-024-00569-y	Atherosclerosis
44161-024-00569-y	Extracellular signalling molecules
44161-024-00544-7	Cardiovascular genetics
44161-024-00544-7	Heart development
44161-024-00544-7	Phylogenomics
44161-024-00544-7	Transcriptomics
44184-024-00113-7	Human behaviour
44184-024-00113-7	Risk factors
44161-024-00546-5	Angiogenesis
44161-024-00546-5	Transcription
44168-024-00204-3	Climate sciences
44168-024-00204-3	Ecology
44168-024-00204-3	Environmental social sciences
44168-024-00204-3	Social sciences
44172-024-00314-0	Applied physics
44172-024-00314-0	Computational science
44161-024-00531-y	Cell division
44161-024-00531-y	Heart failure
44161-024-00531-y	Myocardial infarction
44160-024-00625-2	Materials chemistry
44160-024-00625-2	Polymer chemistry
44161-024-00549-2	Differentiation
44161-024-00549-2	Organogenesis
44172-024-00329-7	Aerospace engineering
44172-024-00329-7	Climate-change mitigation
44172-024-00329-7	Technology
44183-024-00091-5	Environmental impact
44183-024-00091-5	Socioeconomic scenarios
44172-024-00326-w	Biomedical engineering
44172-024-00326-w	Health care
44159-024-00379-w	Circadian rhythms and sleep
44159-024-00379-w	Human behaviour
44159-024-00379-w	Psychology
44161-024-00533-w	Regulatory networks
44161-024-00533-w	Vascular diseases
44161-024-00538-5	Cardiac regeneration
44161-024-00538-5	Cardiovascular genetics
44161-024-00538-5	Innate immunity
44161-024-00538-5	Transcriptomics
44172-024-00328-8	Biomedical engineering
44172-024-00328-8	Integrated optics
44160-024-00648-9	Artificial photosynthesis
44160-024-00648-9	Carbon capture and storage
44161-024-00548-3	Cell lineage
44161-024-00548-3	Differentiation
44161-024-00575-0	Arterial stiffening
44161-024-00575-0	Atherosclerosis
44161-024-00575-0	Dyslipidaemias
44161-024-00575-0	Metabolic diseases
44160-024-00690-7	Solid-state chemistry
44160-024-00690-7	Synthesis and processing
44161-024-00554-5	Chronic inflammation
44161-024-00554-5	Stroke
44160-024-00668-5	Homogeneous catalysis
44160-024-00668-5	Synthetic chemistry methodology
43247-024-01710-2	Climate change
43247-024-01710-2	Climate sciences
43246-024-00640-y	Chemistry
43246-024-00640-y	Soft materials
43247-024-01687-y	Atmospheric dynamics
43247-024-01687-y	Palaeoclimate
43246-024-00652-8	Heterogeneous catalysis
43246-024-00652-8	Solid-state chemistry
43247-024-01727-7	Environmental monitoring
43247-024-01727-7	Geochemistry
43247-024-01642-x	Carbon cycle
43247-024-01642-x	Environmental chemistry
43247-024-01642-x	Marine chemistry
43247-024-01694-z	Natural hazards
43247-024-01694-z	Physical oceanography
43246-024-00648-4	Analytical chemistry
43246-024-00648-4	Structural properties
43246-024-00648-4	Surfaces
43246-024-00648-4	 interfaces and thin films
43247-024-01720-0	Attribution
43247-024-01720-0	Climate-change impacts
43247-024-01706-y	Element cycles
43247-024-01706-y	Environmental impact
43247-024-01706-y	Limnology
43247-024-01692-1	Atmospheric science
43247-024-01692-1	Cryospheric science
43247-024-01713-z	Natural hazards
43247-024-01713-z	Palaeoclimate
43247-024-01697-w	Geodynamics
43247-024-01697-w	Geomorphology
43247-024-01697-w	Inner planets
43247-024-01697-w	Volcanology
43247-024-01676-1	Climate and Earth system modelling
43247-024-01676-1	Projection and prediction
43247-024-01640-z	Attribution
43247-024-01640-z	Climate-change impacts
43247-024-01683-2	Atmospheric science
43247-024-01683-2	Natural hazards
43247-024-01688-x	Cryospheric science
43247-024-01688-x	Palaeoceanography
43247-024-01688-x	Palaeoclimate
43247-024-01688-x	Physical oceanography
43247-024-01688-x	Sedimentology
43247-024-01709-9	Biogeochemistry
43247-024-01709-9	Environmental impact
43247-024-01709-9	Environmental sciences
43247-024-01714-y	Cryospheric science
43247-024-01714-y	Projection and prediction
43246-024-00644-8	Metal–organic frameworks
43246-024-00644-8	Nanoparticles
43246-024-00644-8	Organic–inorganic nanostructures
43247-024-01719-7	Climate-change policy
43247-024-01719-7	Energy and behaviour
43247-024-01719-7	Human behaviour
43247-024-01719-7	Psychology and behaviour
43247-024-01721-z	Agriculture
43247-024-01721-z	Hydrology
43247-024-01721-z	Water resources
43247-024-01712-0	Ecosystem ecology
43247-024-01712-0	Environmental sciences
43247-024-01712-0	Plant sciences
43247-024-01726-8	Climate-change impacts
43247-024-01726-8	Physical oceanography
43246-024-00614-0	Magnetic devices
43246-024-00614-0	Magnetic properties and materials
43246-024-00614-0	Metamaterials
43246-024-00614-0	Spintronics
43246-024-00642-w	Polymers
43246-024-00642-w	Sensors and biosensors
43247-024-01700-4	Geophysics
43247-024-01700-4	Meteoritics
43247-024-01700-4	Natural hazards
43247-024-01700-4	Seismology
43247-024-01700-4	Structural geology
43247-024-01705-z	Environmental impact
43247-024-01689-w	Geochemistry
43247-024-01689-w	Marine chemistry
43247-024-01724-w	Element cycles
43247-024-01724-w	Environmental sciences
43247-024-01691-2	Atmospheric science
43247-024-01691-2	Climate-change mitigation
43587-024-00707-y	Experimental models of disease
43587-024-00707-y	Neural ageing
43587-024-00707-y	Neuroscience
43587-024-00580-9	Ageing
43587-024-00580-9	Osteoarthritis
43586-024-00299-2	
43588-024-00678-5	Electronic properties and materials
43588-024-00678-5	Electronic structure
43588-024-00678-5	Superconducting properties and materials
43588-024-00677-6	Computational models
43588-024-00677-6	Information technology
43588-024-00677-6	Network models
43588-024-00699-0	Cheminformatics
43588-024-00699-0	Computational science
43588-024-00699-0	Drug screening
43856-024-00615-7	Epidemiology
43856-024-00615-7	Population screening
43587-023-00560-5	Ageing
43587-023-00560-5	Cell delivery
43587-023-00560-5	Senescence
43856-024-00651-3	Epidemiology
43856-024-00651-3	Rehabilitation
43587-023-00557-0	Ageing
43587-023-00557-0	Diseases
43587-023-00548-1	Macroautophagy
43587-023-00548-1	RNAi
42949-024-00181-w	Complex networks
42949-024-00181-w	Environmental impact
42949-024-00181-w	Environmental studies
43856-024-00584-x	Biochemistry
43856-024-00584-x	Metabolism
43856-024-00584-x	Signs and symptoms
43587-024-00712-1	Ageing
43587-024-00712-1	Alzheimer's disease
43587-024-00712-1	Depression
43587-024-00720-1	Cell death
43587-024-00720-1	Scientific community
43588-024-00591-x	Antibiotics
43588-024-00591-x	Computational science
43588-024-00591-x	Drug discovery
43588-024-00608-5	Computational science
43588-024-00608-5	Publishing
43588-024-00592-w	Computational science
43588-024-00592-w	Publishing
43587-024-00567-6	Ageing
43587-024-00567-6	Senescence
43587-024-00701-4	Ageing
43587-024-00701-4	Genome
43587-024-00685-1	Ageing
43587-024-00685-1	Fluorescence imaging
43587-023-00562-3	
43588-024-00680-x	Computational methods
43588-024-00680-x	Electronic properties and materials
43587-024-00699-9	Ageing
43587-024-00699-9	Inflammation
43587-024-00699-9	Interleukins
43856-024-00573-0	Neurological disorders
43856-024-00573-0	Predictive markers
43588-024-00667-8	Computational science
43588-024-00667-8	Socioeconomic scenarios
43588-024-00686-5	Computational science
43588-024-00686-5	Information storage
43588-024-00686-5	Technology
43588-024-00694-5	Computational science
43588-024-00694-5	Ethics
43586-024-00354-y	Chromatin structure
43586-024-00354-y	Genetic techniques
43587-024-00716-x	Ageing
43587-024-00716-x	Brain
43587-024-00716-x	Energy metabolism
43587-024-00716-x	Neuroimmunology
43587-024-00690-4	Diagnostic markers
43587-024-00690-4	Machine learning
43856-024-00689-3	Drug development
43856-024-00689-3	Randomized controlled trials
43587-024-00670-8	Ageing
43587-024-00670-8	Calcium signalling
43587-024-00670-8	Energy metabolism
43247-024-01753-5	Economics
43247-024-01753-5	Environmental sciences
43247-024-01805-w	Food webs
43247-024-01805-w	Marine biology
43247-024-01805-w	Ocean sciences
43247-024-01805-w	Physical oceanography
43247-024-01777-x	Energy economics
43247-024-01777-x	Energy management
43247-024-01784-y	Attribution
43247-024-01784-y	Environmental health
43247-024-01784-y	Environmental impact
43247-024-01791-z	Climate-change ecology
43247-024-01791-z	Environmental impact
43247-024-01796-8	Climate sciences
43247-024-01796-8	Hydrology
43247-024-01766-0	Agroecology
43247-024-01766-0	Environmental impact
43247-024-01766-0	Sustainability
43247-024-01801-0	Climate sciences
43247-024-01801-0	Projection and prediction
43247-024-01735-7	Hydrology
43247-024-01735-7	Riparian ecology
43246-024-00675-1	Electronic devices
43246-024-00675-1	Solar cells
43247-024-01785-x	Ocean sciences
43247-024-01785-x	Physical oceanography
43247-024-01797-7	Ecosystem services
43247-024-01797-7	Environmental impact
43247-024-01733-9	Climate change
43247-024-01733-9	Forest ecology
43247-024-01769-x	Physical oceanography
43247-024-01471-y	Environmental impact
43247-024-01471-y	Urban ecology
43017-024-00550-0	Environmental impact
43017-024-00550-0	Natural hazards
43016-024-00971-6	Climate-change policy
43016-024-00971-6	Environmental impact
43017-024-00568-4	Careers
43017-024-00568-4	Earth and environmental sciences
43016-024-00948-5	Environmental impact
43016-024-00948-5	Sustainability
43016-024-00995-y	Agricultural genetics
43016-024-00995-y	Molecular engineering in plants
43246-024-00678-y	Drug development
43246-024-00678-y	Imaging techniques
43246-024-00678-y	Polymers
43247-024-01774-0	Climate and Earth system modelling
43247-024-01774-0	Climate sciences
43246-024-00676-0	Phase transitions and critical phenomena
43246-024-00676-0	Topological matter
43247-024-01918-2	Economics
43247-024-01918-2	Environmental sciences
43247-024-01789-7	Carbon cycle
43247-024-01789-7	Community ecology
43246-024-00672-4	Engineering
43246-024-00672-4	Theory and computation
43247-024-01773-1	Climate-change mitigation
43247-024-01773-1	Environmental impact
43247-024-01787-9	Climate change
43247-024-01787-9	Hydrology
43247-024-01780-2	Geochemistry
43247-024-01780-2	Sedimentology
43247-024-01764-2	Ecological modelling
43247-024-01764-2	Marine biology
43247-024-01764-2	Phenology
43247-024-01698-9	Climate-change impacts
43247-024-01698-9	Socioeconomic scenarios
44276-024-00042-0	
44298-024-00026-4	Immunopathogenesis
44298-024-00026-4	Virology
44303-024-00013-7	Biomaterials
44303-024-00013-7	Biotechnology
44303-024-00013-7	Cellular imaging
44303-024-00013-7	Magnetic resonance imaging
44271-024-00073-w	Human behaviour
44271-024-00073-w	Language
44306-024-00008-5	Applied physics
44306-024-00008-5	Information theory and computation
44306-024-00008-5	Magnetic properties and materials
44306-024-00008-5	Nanoscale devices
44306-024-00008-5	Nonlinear phenomena
44259-024-00024-9	Environmental sciences
44259-024-00024-9	Water microbiology
44298-024-00020-w	Metagenomics
44298-024-00020-w	Virology
44276-024-00046-w	
44271-024-00067-8	Human behaviour
44276-024-00039-9	
44303-024-00008-4	Imaging
44303-024-00008-4	Nanobiotechnology
44276-024-00037-x	
44306-023-00006-z	Engineering
44306-023-00006-z	Materials science
44306-023-00006-z	Nanoscience and technology
44306-023-00006-z	Physics
44303-023-00005-z	Cancer imaging
44303-023-00005-z	Image processing
44259-024-00023-w	Data processing
44259-024-00023-w	Drug discovery
44271-024-00068-7	Human behaviour
44271-024-00068-7	Psychology
44271-024-00070-z	Communication
44271-024-00070-z	Human behaviour
44271-024-00070-z	Society
44298-024-00021-9	Computational biology and bioinformatics
44298-024-00021-9	Metagenomics
44276-024-00047-9	
44296-024-00006-y	Aerospace engineering
44296-024-00006-y	Chemical engineering
44296-024-00006-y	Civil engineering
44296-024-00006-y	Structural materials
44276-024-00045-x	
44259-024-00021-y	Antibiotics
44259-024-00021-y	Experimental evolution
44271-024-00066-9	Human behaviour
44276-023-00021-x	
44276-023-00031-9	
44296-024-00041-9	Chemical engineering
44296-024-00041-9	Chemistry
44296-024-00041-9	Design
44296-024-00041-9	 synthesis and processing
44296-024-00041-9	Energy and society
44296-024-00041-9	Environmental sciences
44296-024-00041-9	Green chemistry
44296-024-00041-9	Materials chemistry
44296-024-00041-9	Materials science
44271-024-00057-w	Human behaviour
44271-024-00057-w	Politics
44294-024-00005-3	Diagnosis
44294-024-00005-3	Diseases
44303-024-00007-5	Cancer
44303-024-00007-5	Imaging techniques
44303-024-00007-5	Nanoscience and technology
44298-024-00015-7	Antibodies
44298-024-00015-7	Immunological memory
44298-024-00015-7	RNA vaccines
44294-024-00008-0	Diseases
44294-024-00008-0	Health care
44276-023-00033-7	
44159-024-00348-3	Cognitive control
44159-024-00348-3	Human behaviour
44159-024-00348-3	Psychology
44160-024-00495-8	Carbohydrate chemistry
44160-024-00495-8	Stereochemistry
44160-024-00495-8	Supramolecular chemistry
44160-024-00514-8	Biocatalysis
44160-024-00514-8	Synthetic chemistry methodology
44159-024-00349-2	Psychology
44161-024-00460-w	Cardiovascular diseases
44161-024-00460-w	Cell biology
44161-024-00460-w	Histone post-translational modifications
44161-024-00460-w	Physiology
44222-024-00261-7	Assay systems
44222-024-00261-7	Biological models
44222-024-00261-7	Lab-on-a-chip
44222-024-00261-7	Tissue engineering
44160-024-00601-w	Chemical engineering
44160-024-00601-w	Homogeneous catalysis
44160-024-00601-w	Synthetic chemistry methodology
44161-024-00551-8	Cardiovascular diseases
44161-024-00551-8	Disease model
44161-024-00551-8	Infectious diseases
44160-024-00573-x	Mechanical properties
44160-024-00573-x	Polymer synthesis
44160-024-00573-x	Polymers
44160-024-00573-x	Chemical synthesis
44159-024-00382-1	Human behaviour
44159-024-00382-1	Perception
44159-024-00382-1	Psychology
44159-024-00382-1	Sensory processing
44222-024-00259-1	Molecular engineering
