doi	subject
nrclinonc.2012.114	Colorectal cancer
nrclinonc.2012.114	Mutation
nrurol.2012.131	Adverse effects
nrurol.2012.131	Bladder cancer
nrurol.2012.131	Drug therapy
nmeth.2091	DNA
nmeth.2091	Nanobiotechnology
nmeth.2091	Synthetic biology
nphoton.2012.184	Free-electron lasers
nphoton.2012.184	X-rays
nphoton.2012.202x	
nphoton.2012.177	Graphene
nphoton.2012.177	Nonlinear optics
nphoton.2012.177	Optoelectronic devices and components
nphoton.2012.177	Silicon photonics
nphoton.2012.183	Free-electron lasers
nphoton.2012.183	Scientific community
nphoton.2012.185	Semiconductor lasers
nphoton.2012.45	Nanophotonics and plasmonics
nphoton.2012.45	Optical sensors
nphoton.2012.47	Nanophotonics and plasmonics
nphoton.2012.26	Lasers
nphoton.2012.26	 LEDs and light sources
nphoton.2012.26	Nanophotonics and plasmonics
nphoton.2012.26	Optical techniques
nphoton.2012.42	Fibre optics and optical communications
nphoton.2012.42	Lasers
nphoton.2012.42	 LEDs and light sources
nphoton.2012.44	Optical techniques
nphoton.2012.44	Optoelectronic devices and components
nphoton.2012.46	Nanowires
nphoton.2012.46	Optical techniques
nphoton.2012.46	Optoelectronic devices and components
nphoton.2012.48	DNA and RNA
nphoton.2012.48	Optical data storage
nphoton.2012.41	Optical materials and structures
nphoton.2012.41	Semiconductors
nphoton.2012.39	Optical manipulation and tweezers
nphoton.2012.43	Nanophotonics and plasmonics
nphoton.2012.43	Optical physics
mi201297	Bacterial infection
mi201297	Developmental biology
mi201297	Inflammation
mi201297	Interleukins
nphoton.2012.24	Fibre lasers
nphoton.2012.24	Optofluidics
nphoton.2012.34	Fibre optics and optical communications
nphoton.2012.34	Nonlinear optics
nphoton.2012.34	Optical data storage
nphoton.2012.34	Quantum optics
nphoton.2012.35	Frequency combs
nphoton.2012.35	Nonlinear optics
nphoton.2012.35	Terahertz optics
nphoton.2011.351	Terahertz optics
nphoton.2012.12	Lasers
nphoton.2012.12	 LEDs and light sources
nphoton.2012.14	Biophotonics
nphoton.2012.14	Tomography
nphoton.2012.16	Lasers
nphoton.2012.16	 LEDs and light sources
nphoton.2012.16	Photonic crystals
nphoton.2012.16	Quantum optics
nphoton.2012.20	Atomic and molecular physics
nphoton.2012.20	Optical physics
nphoton.2012.13	Optical manipulation and tweezers
nphoton.2012.13	Optofluidics
nphoton.2012.15	Photocatalysis
nphoton.2012.17	Fibre optics and optical communications
nphoton.2012.17	Ultrafast lasers
nphoton.2012.19	Optical materials and structures
nphoton.2012.5	Applied mathematics
nphoton.2012.5	Optics and photonics
nphoton.2011.353	Ultrafast photonics
nphoton.2011.352	Fibre optics and optical communications
nphoton.2011.352	Integrated optics
nphoton.2011.352	Optoelectronic devices and components
nphoton.2011.354	Nonlinear optics
nphoton.2011.354	Optical physics
nphoton.2011.354	Quantum optics
nphoton.2012.23	Lasers
nphoton.2012.23	 LEDs and light sources
nphoton.2012.23	Quantum dots
nphoton.2012.23	Quantum optics
nphoton.2012.10	Optics and photonics
ncomms1611	Ageing
ncomms1611	Metabolic disorders
ncomms1611	Muscle stem cells
ncomms1611	Stem-cell therapies
ncomms1660	Oedema
ncomms1660	Pathogenesis
ncomms1660	Respiratory tract diseases
ncomms1660	Transient receptor potential channels
ncomms1623	Myeloproliferative disease
ncomms1623	Oncogenesis
ncomms1627	Nanophotonics and plasmonics
ncomms1627	Photoacoustics
ncomms1627	Ultrasound
ncomms1633	Angiogenesis
ncomms1633	Disease genetics
ncomms1612	Biochemical networks
ncomms1612	Cell biology
ncomms1612	Endocrinology
ncomms1612	Neuronal physiology
ncomms1651	Cell signalling
ncomms1651	Differentiation
ncomms1651	Medical research
ncomms1651	Osteoblasts
ncomms1398	Cell biology
ncomms1398	Chaperones
ncomms1398	Protein folding
ncomms1398	Toll-like receptors
cddis2012165	Cell death
cddis2012165	Differentiation
cddis2012165	DNA methylation
cddis2012165	Retina
cddis2012171	Apoptosis
cddis2012171	Cell signalling
cddis2012171	Flow cytometry
cddis2012171	Mitochondria
cddis2012180	Apoptosis
cddis2012180	Chemotherapy
cddis2012180	DNA damage response
cddis2012178	Apoptosis
cddis2012178	Structure determination
cddis2012184	Apoptosis
cddis2012184	Cell signalling
cddis2012184	Chemotherapy
cddis2012184	Mitochondria
cddis2012157	Apoptosis
cddis2012157	Cell signalling
cddis2012157	Myeloproliferative disease
cddis2012157	Proteasome
cddis2012164	Acute lymphocytic leukaemia
cddis2012164	Apoptosis
cddis2012164	Targeted therapies
cddis2012177	Apoptosis
cddis2012177	Astrocyte
cddis2012177	Membrane trafficking
cddis2012181	Apoptosis
cddis2012181	Chemotherapy
cddis2012181	Pancreatic cancer
cddis2012181	Radiotherapy
cddis2012179	Breast cancer
cddis2012179	Cell signalling
cddis2012179	Targeted therapies
cddis2012170	Apoptosis
cddis2012170	Cell signalling
cddis2012170	CNS cancer
cddis2012170	Gene regulation
nclimate1635	Biogeochemistry
nclimate1635	Climate-change ecology
nclimate1635	Ecosystem services
nclimate1635	Forest ecology
cddis2012163	Apoptosis
cddis2012163	CNS cancer
cddis2012163	Mitochondria
cddis2012163	Targeted therapies
cddis2012169	Apoptosis
cddis2012169	Gene expression
cddis2012169	Ovary
cddis2012173	Apoptosis
cddis2012173	Calcium signalling
cddis2012173	Proteolysis
cddis2012173	Targeted therapies
cddis2012175	Apoptosis
cddis2012175	Cell signalling
cddis2012175	miRNAs
cddis2012175	Myeloma
cddis2012172	Apoptosis
cddis2012172	Autophagy
cddis2012172	Cancer therapy
cddis2012172	Cell signalling
cddis2012174	Cell migration
cddis2012174	Cell proliferation
cddis2012174	miRNAs
cddis2012176	Experimental models of disease
cddis2012176	Necroptosis
cddis2012176	Pharmacology
cddis2012176	Sepsis
ncomms1397	Magnetic properties and materials
ncomms1397	Metal complexes
ncomms1397	Quantum chemistry
ncomms1397	Thermodynamics
cddis2012152	Cell death
cddis2012152	Diseases
cddis2012152	Mutation
cddis2012167	Apoptosis
cddis2012167	Autophagy
cddis2012167	Endoplasmic reticulum
cddis2012167	Pharmacology
cddis2012166	Huntington's disease
cddis2012166	Neurodegeneration
cddis2012166	Pathology
nrmicro2827	Fungal ecology
nrmicro2827	Fungi
nrmicro2827	Symbiosis
nrmicro2841	Archaea
nrmicro2841	Archaeal biology
nrmicro2841	DNA recombination
nrmicro2841	Evolution
nrmicro2843	Evolution
nrmicro2843	Fungal evolution
nrmicro2843	Fungal genomics
nrmicro2843	Fungal pathogenesis
nrmicro2843	Fungi
nrmicro2851	Bacteria
nrmicro2851	Bacterial pathogenesis
nrmicro2851	Bacterial physiology
nrmicro2851	Pathogens
nrmicro2851	Symbiosis
vital1588	Cancer
vital1588	Economics
vital1588	Health care
nrgastro.2012.173	Diagnosis
nrgastro.2012.173	Inflammatory bowel disease
nrgastro.2012.173	Irritable bowel syndrome
nrgastro.2012.173	Therapeutics
cmi201257	
cmi201265	
nrmicro2838	Cytoskeleton
nrmicro2838	Phage biology
cmi201266	
cmi201268	
nrmicro2880	Bacteria
nrmicro2880	Bacterial genomics
nrmicro2880	Bacterial pathogenesis
nrmicro2880	Infectious diseases
nrmicro2880	Systems biology
nrmicro2880	Virulence
nrmicro2806	Bacteria
nrmicro2806	Bacterial evolution
nrmicro2806	Mutation
nrmicro2810	Bacterial techniques and applications
nrmicro2810	Sequencing
nrmicro2808	Bacteria
nrmicro2808	Biofilms
nrmicro2892	Conferences and meetings
nrmicro2892	Microbial ecology
nrmicro2805	Bacteria
nrmicro2805	Bacterial transcription
nrmicro2805	Escherichia coli
nrmicro2807	Bacteriophages
nrmicro2807	Environmental microbiology
nrmicro2809	Fungal infection
nrmicro2809	Fungal pathogenesis
nrmicro2858	Cellular microbiology
nrmicro2858	Immunology
nrmicro2858	Innate immunity
nrmicro2858	Parasite immune evasion
nrmicro2858	Parasitic infection
nrmicro2858	Parasitology
nrmicro2858	Pathogens
cmi201261	
nrmicro2833	Antimicrobials
nrmicro2833	Bacteria
nrmicro2833	Pathogens
nrmicro2833	Protein engineering
nrmicro2811	Bacteria
nrmicro2811	Clinical microbiology
nrmicro2811	Genomics
nrmicro2811	Influenza virus
nrmicro2811	Malaria
nrmicro2811	Measles virus
nrmicro2811	Pathogens
nrmicro2811	Prions
nrmicro2811	Public health
nrmicro2811	Virulence
nrmicro2792	Antimicrobials
nrmicro2792	Bacteria
nrmicro2792	Bacterial physiology
nrmicro2792	Cell signalling
nrmicro2879	Bacteria
nrmicro2879	Fungi
nrmicro2879	Genomics
nrmicro2879	Metagenomics
nrmicro2879	Microbiota
nrmicro2883	Evolution
nrmicro2883	Viral evolution
nrmicro2883	Viral genetics
nrmicro2883	Virology
nrmicro2739	HIV infections
nrmicro2739	Infectious diseases
nrmicro2739	Viral immune evasion
nrmicro2739	Virology
nrmicro2739	Virus–host interactions
nrmicro2818	Bacteria
nrmicro2818	Bacterial pathogenesis
nrmicro2818	Gene expression
nrmicro2818	Microbiome
nrmicro2822	Bacteria
nrmicro2822	Bacterial transcription
nrmicro2822	Cellular microbiology
nrmicro2822	Gene expression
nrmicro2822	Genomics
nrmicro2824	Parasite biology
nrmicro2824	Parasitology
nrmicro2824	Protein transport
nrmicro2817	Antibacterial drug resistance
nrmicro2817	Antimicrobials
nrmicro2817	Bacteria
nrmicro2817	Bacterial structural biology
nrmicro2817	Infectious diseases
nrmicro2823	Fungal pathogenesis
nrmicro2823	Fungi
nrmicro2823	Pathogens
nrmicro2823	Plant immunology
vital1494	Health care
vital1496	Scientific community and society
vital1463	Scientific community and society
vital1460	Events
nmeth.1897	Ion channels
nmeth.1897	Optogenetics
nmeth.1897	Somatosensory system
nmeth.1868	Functional magnetic resonance imaging
nmeth.1868	Phylogenetics
nmeth.1890	Functional genomics
nmeth.1890	Saccharomyces cerevisiae
nmeth.1890	Sequence annotation
nmeth.1890	Software
nmeth.1905	Bacterial infection
nmeth.1905	Dendritic cells
nmeth.1905	Haematological diseases
nmeth.1905	Mouse
nrgastro.2012.160	Bacterial infection
nrgastro.2012.160	Epidemiology
nrgastro.2012.160	Intestinal diseases
nrgastro.2012.160	Sequencing
nrgastro.2012.158	Disease-free survival
nrgastro.2012.158	Liver cancer
nrgastro.2012.158	Surgery
nrgastro.2012.158	Transplantation
nmeth.2046	Bioinformatics
nmeth.2046	Cytological techniques
nmeth.2046	Microscopy
nrurol.2012.140	Autophagy
nrurol.2012.140	Mutation
nrurol.2012.140	Urinary tract infection
nrcardio.2012.96	Cardiovascular biology
nrcardio.2012.96	Type 2 diabetes
nrurol.2012.138	Antimicrobial therapy
nrurol.2012.138	Drug delivery
nrurol.2012.138	Urogenital diseases
nrcardio.2012.98	Coronary artery disease and stable angina
nrcardio.2012.98	Heart failure
nrcardio.2012.98	Prognosis
nmeth.2173	Bioinformatics
nmeth.2173	Chromosome conformation capture-based methods
nmeth.2173	Epigenetics
nmeth.2173	Next-generation sequencing
nrcardio.2012.133	Acute coronary syndromes
nrcardio.2012.133	Drug therapy
nrcardio.2012.133	Surgery
nrgastro.2012.86	Computed tomography
nrgastro.2012.86	Crohn's disease
nrgastro.2012.86	Diagnosis
nrgastro.2012.86	Endoscopy
nrgastro.2012.90	Non-alcoholic steatohepatitis
nrurol.2012.100	Bladder cancer
nrurol.2012.100	Surgery
nrclinonc.2012.157	Breast cancer
nrclinonc.2012.157	Chemotherapy
nrclinonc.2012.157	Reproductive biology
nrurol.2012.102	Epidemiology
nrurol.2012.102	Medical imaging
nrurol.2012.102	Muscle
nrurol.2012.102	Urinary incontinence
nrurol.2012.93	Imaging
nrurol.2012.93	Prostate cancer
nrgastro.2012.94	Hepatitis B
nrgastro.2012.94	Immunization
nrgastro.2012.94	Inflammatory bowel disease
nmeth.1976	Computational models
nmeth.1976	RNA
nmeth.1976	Structural biology
nrurol.2012.99	Cancer stem cells
nrurol.2012.99	Prostate cancer
nrurol.2012.99	Radiotherapy
nrcardio.2012.68	Atrial fibrillation
nrcardio.2012.68	Drug therapy
nrcardio.2012.68	Heart failure
nrclinonc.2012.86	Cancer genomics
nrcardio.2012.132	Health policy
nrcardio.2012.132	Interventional cardiology
nrcardio.2012.132	Myocardial infarction
nrclinonc.2012.154	Chemotherapy
nrclinonc.2012.154	Pancreatic cancer
nrclinonc.2012.154	Surgical oncology
nrurol.2012.101	Cancer metabolism
nrurol.2012.101	Gene expression
nrurol.2012.101	Prostate cancer
nrcardio.2012.67	Drug therapy
nrcardio.2012.67	Heart failure
nrcardio.2012.45-c1	Cardiovascular diseases
nrcardio.2012.45-c1	Risk factors
nrcardio.2012.45-c1	Sleep disorders
nrcardio.2012.45-c1	Stress and resilience
cddis2012106	Neurogenesis
cddis2012106	Spinal cord injury
cddis2012106	T-helper 1 cells
cddis201299	Differentiation
cddis201299	Metabolism
cddis201299	Prostatic diseases
cddis2012128	Autophagy
cddis2012128	Lymphoma
cddis201214	
cddis201276	Apoptosis
cddis201276	DNA damage and repair
cddis201276	Gene regulation
cddis201276	Histone variants
cddis201288	Apoptosis
cddis201288	Haematological diseases
cddis201288	Mutation
cddis201298	Glial development
cddis201298	miRNAs
cddis201298	Neurogenesis
cddis201295	Apoptosis
cddis201295	Cell signalling
cddis201295	Tumour-necrosis factors
cddis201297	Apoptosis
cddis201297	Cell signalling
cddis201297	Mitochondria
cddis2011132	Inflammasome
cddis2011132	Innate immunity
cddis2011132	Monocytes and macrophages
cddis2011132	Stress signalling
cddis2011136	Cancer genetics
cddis2011136	Liver cancer
cddis2011136	Mutation
cddis2011138	Gene expression
cddis2011138	Mitochondrial proteins
cddis2011138	Stem cells
cddis201292	Apoptosis
cddis201296	Cilia
cddis201296	Neurodegeneration
cddis201267	Apoptosis
cddis201267	Cell signalling
cddis201267	Phosphorylation
cddis201267	Ubiquitylation
cddis201287	Homeostasis
cddis201287	Non-small-cell lung cancer
cddis201291	Apoptosis
cddis201291	Lipoproteins
cddis201291	Metabolic syndrome
cddis201291	Neurological disorders
cddis201289	Apoptosis
cddis201289	Cell signalling
cddis201289	Chronic lymphocytic leukaemia
cddis201293	Non-small-cell lung cancer
cddis201268	Cell death
cddis201268	Cell signalling
cddis201272	Cell death
cddis201272	Cell signalling
cddis201272	Membrane lipids
cddis201272	Non-small-cell lung cancer
cddis201280	Alzheimer's disease
cddis201280	Apoptosis
cddis201280	Membrane proteins
cddis201280	Structure-based drug design
cddis201282	Centrosome
cddis201284	Mitochondria
cddis201284	Phosphorylation
cddis201284	Therapeutics
cddis201290	Autophagy
cddis201290	Stress signalling
cddis201273	Apoptosis
cddis201273	Cancer immunotherapy
cddis201273	Hydrolases
cddis201273	Mitochondria
cddis201281	Apoptosis
cddis201281	Viral infection
cddis201283	Autophagy
cddis201283	Lymphoma
cddis201283	Methylation
cddis201285	Cancer therapy
cddis201285	Cell death
cddis201270	Alzheimer's disease
cddis201270	Cytoskeletal proteins
cddis201270	Proteasome
cddis201274	Apoptosis
cddis201274	miRNAs
cddis201278	Insulin signalling
nphoton.2012.4	Nanophotonics and plasmonics
nphoton.2012.4	Terahertz optics
nphoton.2011.348	Particle physics
nphoton.2011.348	Terahertz optics
mi201275	Inflammation
mi201275	Mucosal immunology
mi201275	Regulatory T cells
mi201275	Signal transduction
mi201280	Actin
mi201280	Cellular immunity
mi201280	Infection
mi201277	Colitis
mi201277	Interleukins
mi201277	NKT cells
mi201277	Signal transduction
mi201276	Asthma
mi201276	T-helper 17 cells
mi201276	Therapeutics
nphoton.2012.161	Mid-infrared photonics
nphoton.2012.161	Nanophotonics and plasmonics
nphoton.2012.71	Nonlinear optics
nphoton.2012.72	Nanophotonics and plasmonics
nphoton.2012.72	Optoelectronic devices and components
mi201273	Genetic variation
mi201273	Regulatory T cells
mi201273	Ulcerative colitis
nphoton.2012.149	Fibre lasers
nphoton.2012.149	Mid-infrared photonics
ismej201252	DNA sequencing
ismej201252	Metagenomics
ismej201252	Microbial ecology
ismej201252	Microbial genetics
mi201261	Bacterial infection
mi201261	Innate lymphoid cells
mi201261	Interleukins
mi201261	Monocytes and macrophages
nphoton.2012.119	Solar energy and photovoltaic technology
mi201259	CD8-positive T cells
mi201259	DNA vaccines
mi201259	Immunization
mi201259	Viral infection
mi201271	Interleukins
mi201271	Parasitic infection
mi201271	Signal transduction
mi201271	Type 1 diabetes
mi201269	Influenza virus
mi201269	Mucosal immunology
mi201269	Vaccines
mi201250	Cytokines
mi201250	Dendritic cells
mi201250	Influenza virus
mi201250	Signal transduction
mi201270	B cells
mi201270	Immunization
mi201270	Mucosal immunology
mi201270	Vaccines
nphoton.2012.22	Optical materials and structures
nphoton.2012.22	Solar energy and photovoltaic technology
nphoton.2012.11	Polymers
nphoton.2012.11	Solar energy and photovoltaic technology
mi201263	Bacterial infection
mi201263	Inflammasome
mi201263	Interleukins
mi201263	Mucosal immunology
mi201265	Coeliac disease
mi201265	Interleukins
mi201265	Mucosal immunology
mi201267	Antibody therapy
mi201267	Crohn's disease
mi201267	Regulatory T cells
mi201252	CD8-positive T cells
mi201252	Immunization
mi201252	Mucosal immunology
mi201256	Immunization
mi201256	Lymphoid tissues
mi201256	Mucosal immunology
mi201260	Interleukins
mi201260	Lymphocyte activation
mi201260	miRNAs
mi201260	Transforming growth factor beta
mi201258	Gastrointestinal diseases
mi201258	Interleukins
mi201258	Mucosal immunology
mi201258	Parasitic infection
mi201262	Bacterial infection
mi201262	Interleukins
mi201262	Neutrophils
mi201262	Signal transduction
mi201266	Mucosal immunology
mi201266	NF-kappaB
mi201266	Respiratory tract diseases
mi201257	Colitis
mi201257	Inflammation
mi201257	Kinases
srep00963	Biogeochemistry
srep00963	Ecosystem services
srep00963	Environmental sciences
srep00963	Urban ecology
srep00954	Diagnostic markers
srep00954	Mass spectrometry
srep00954	Parkinson's disease
srep00954	Proteomics
srep00756	Functional genomics
srep00756	Gene regulation
srep00756	Nanobiotechnology
srep00756	Synthetic biology
srep00758	Applied physics
srep00758	Condensed-matter physics
srep00758	Materials science
srep00758	Physics
srep00762	Cell signalling
srep00762	Development
srep00762	Developmental biology
srep00762	Evolution
srep00764	Applied physics
srep00764	Nanoparticles
srep00764	Optical materials and structures
srep00764	Optics and photonics
srep00770	Diseases
srep00770	Genetic association study
srep00770	Genetics
srep00770	Medical research
srep00768	Animal behaviour
srep00768	Evolution
srep00768	Neuroscience
srep00768	Reproductive biology
srep00772	Applied physics
srep00772	Mechanical properties
srep00772	Metals and alloys
srep00772	Nanoscale materials
nclimate1742	Climate-change adaptation
nclimate1742	Climate-change mitigation
nclimate1742	Climate-change policy
srep00755	Materials chemistry
srep00755	Materials science
srep00755	Nanoparticles
srep00755	Quantum chemistry
nclimate1752	Climate change
nclimate1752	Environmental social sciences
srep00757	Bioinformatics
srep00757	Computational biology and bioinformatics
srep00757	Molecular evolution
srep00757	Systems biology
srep00761	Biocatalysis
srep00761	Biosynthesis
srep00761	Green chemistry
srep00761	Organic chemistry
srep00759	Condensed-matter physics
srep00759	Inorganic chemistry
srep00759	Materials science
srep00759	Theoretical physics
srep00765	Bioinformatics
srep00765	Genomics
srep00765	Medical research
srep00765	Tumour immunology
srep00771	Nonlinear optics
srep00771	Optical physics
srep00771	Physics
srep00771	Statistical physics
srep00771	 thermodynamics and nonlinear dynamics
nclimate1377	Climate-change mitigation
nclimate1377	Industry
srep00943	Applied physics
srep00943	Information theory and computation
srep00943	Statistical physics
srep00943	 thermodynamics and nonlinear dynamics
