,doi,subject
17,s41598-020-79419-3,Cancer
18,s41598-020-79419-3,Cancer microenvironment
19,s41598-020-79419-3,Colon cancer
20,s41598-020-79419-3,Gastroenterology
21,s41598-020-79419-3,Oncology
22,s41598-020-79419-3,Tumour biomarkers
23,s41598-020-79419-3,Tumour immunology
24,s41598-020-77846-w,Biotechnology
25,s41598-020-77846-w,Microbiology
26,s41598-020-77846-w,Proteomic analysis
27,s41598-020-79270-6,Cancer microenvironment
28,s41598-020-79270-6,Cell biology
29,s41598-020-79407-7,Immunology
30,s41598-020-79407-7,Protein vaccines
31,s41598-020-79407-7,Vaccines
32,s41598-020-78810-4,Human behaviour
33,s41598-020-78810-4,Psychology
34,s41598-020-79242-w,Retinal diseases
35,s41598-020-79242-w,Target identification
36,s41598-020-79143-y,Archaea
37,s41598-020-79143-y,Bacteria
38,s41598-020-79143-y,Ecology
39,s41598-020-79143-y,Fungi
40,s41598-020-79143-y,Microbial ecology
41,s41598-020-79143-y,Microbiome
42,s41598-020-79143-y,Soil microbiology
43,s41598-020-79143-y,Symbiosis
44,s41598-020-79346-3,Ecological networks
45,s41598-020-79346-3,Ecology
46,s41598-020-79346-3,Forest ecology
47,s41598-020-79266-2,Electrical and electronic engineering
48,s41598-020-79266-2,Materials science
49,s41598-020-79266-2,Mechanical engineering
50,s41598-020-79532-3,Biodiversity
51,s41598-020-79532-3,Ecological modelling
52,s41598-020-79532-3,Ecosystem ecology
53,s41598-020-79532-3,Freshwater ecology
54,s41598-020-79532-3,Hydrology
55,s41598-020-79433-5,Motor control
56,s41598-020-79433-5,Neuroscience
57,s41598-020-79372-1,Environmental impact
58,s41598-020-79372-1,Plant breeding
59,s41598-020-79273-3,Adaptive immunity
60,s41598-020-79273-3,Head and neck cancer
61,s41598-020-79273-3,Immunology
62,s41598-020-79273-3,Lymphatic system
63,s41598-020-79273-3,Lymphoid tissues
64,s41598-020-79273-3,Oral cancer
65,s41598-020-79273-3,Tumour immunology
66,s41598-020-79292-0,Metabolism
67,s41598-020-79292-0,Neuroscience
68,s41598-020-79292-0,Physiology
69,s41598-020-79358-z,Genetic linkage study
70,s41598-020-79358-z,Genetic markers
71,s41598-020-79047-x,Entomology
72,s41598-020-79047-x,G protein-coupled receptors
73,s41598-020-79047-x,Peptides
74,s41598-020-79261-7,Natural hazards
75,s41598-020-79261-7,Solid Earth sciences
76,s41598-020-79313-y,Cardiovascular biology
77,s41598-020-79313-y,Diabetes
78,s41598-020-79313-y,Preclinical research
79,s41598-020-79313-y,Transcriptomics
80,s41598-020-79002-w,Drug discovery
81,s41598-020-79002-w,HIV infections
82,s41558-020-0892-z,Atmospheric science
83,s41558-020-0892-z,Climate and Earth system modelling
84,s41558-020-0892-z,Cryospheric science
85,s41558-020-0892-z,Ocean sciences
86,s41598-020-79318-7,Applied mathematics
87,s41598-020-79318-7,Complex networks
88,s41598-020-79257-3,Biological techniques
89,s41598-020-79257-3,Biotechnology
90,s41598-020-79257-3,Health care
91,s41598-020-79257-3,Medical research
92,s41598-020-79257-3,Plant sciences
93,s41598-020-78033-7,Data mining
94,s41598-020-78033-7,Gene expression
95,s41598-020-78033-7,Gene regulatory networks
96,s41598-020-78033-7,Machine learning
97,s41598-020-78264-8,Biological techniques
98,s41598-020-78264-8,Biotechnology
99,s41598-020-78264-8,Genetics
100,s41598-020-79033-3,Immunogenetics
101,s41598-020-79033-3,Immunology
102,s41598-020-79033-3,Infectious diseases
103,s41598-020-79033-3,SARS-CoV-2
104,s41598-020-79033-3,Viral infection
105,s41598-020-79165-6,Computational biology and bioinformatics
106,s41598-020-79165-6,Developmental biology
107,s41598-020-79448-y,Bioinspired materials
108,s41598-020-79448-y,Biomaterials
109,s41598-020-79448-y,Biomineralization
110,s41598-020-79448-y,Bone cancer
111,s41598-020-79448-y,Cancer models
112,s41598-020-79448-y,Cancer stem cells
113,s41598-020-79448-y,Ceramics
114,s41598-020-79526-1,Motor control
115,s41598-020-79526-1,Neuroscience
0,s41526-020-00125-5,Biomedical engineering
1,s41526-020-00125-5,Stem cells
2,s41534-020-00326-6,Quantum metrology
3,s41534-020-00326-6,Quantum optics
4,s41522-020-00170-8,Applied microbiology
5,s41522-020-00170-8,Biofilms
6,s41522-020-00170-8,Microbial ecology
7,s41522-020-00166-4,Antimicrobials
8,s41522-020-00166-4,Biofilms
9,s41522-020-00166-4,Microbiology
10,s41421-020-00213-6,Cell biology
11,s41421-020-00213-6,Developmental biology
12,s41421-020-00213-6,Haematopoietic stem cells
13,s41477-020-00802-z,Agriculture
14,s41477-020-00802-z,Environmental sciences
15,s41477-020-00802-z,Environmental social sciences
16,s41477-020-00802-z,Genetics
17,s41477-020-00802-z,Plant sciences
18,s41378-020-00204-3,Electrical and electronic engineering
19,s41378-020-00204-3,Sensors
20,s41524-020-00449-6,Ferroelectrics and multiferroics
21,s41524-020-00449-6,Ultrafast photonics
22,s41378-020-00216-z,Engineering
23,s41378-020-00216-z,Nanoscience and technology
24,s41420-020-00360-5,Cancer
25,s41420-020-00360-5,Oncogenes
26,s41378-020-00214-1,Electrical and electronic engineering
27,s41378-020-00214-1,Nanoscale devices
28,s41378-020-00215-0,Structural properties
29,s41405-020-00054-1,Dental public health
30,s41405-020-00054-1,Health care
31,s41378-020-00220-3,Chemistry
32,s41378-020-00220-3,Engineering
33,s41378-020-00220-3,Materials science
34,s41378-020-00220-3,Nanoscience and technology
35,s41405-020-00046-1,
36,s41405-020-00044-3,Oral cancer
37,s41405-020-00044-3,Oral pathology
38,s41477-020-0621-7,Agriculture
39,s41477-020-0621-7,Cell biology
40,s41477-020-0621-7,Plant sciences
41,s41477-020-0621-7,Scientific community
42,s41524-020-00412-5,Atomistic models
43,s41524-020-00412-5,Magnetic properties and materials
44,s41572-020-0198-5,
45,s41477-020-00774-0,Epigenetics
46,s41477-020-00774-0,Seed development
47,s41477-020-00774-0,Vernalization
48,s41522-020-00167-3,Biofilms
49,s41522-020-00167-3,Microbial genetics
50,s41477-020-00752-6,Cell wall
51,s41477-020-00752-6,Cryoelectron microscopy
52,s41524-020-00451-y,Electronic properties and materials
53,s41524-020-00451-y,Quantum optics
54,s41524-020-00451-y,Two-dimensional materials
55,s41540-020-00155-5,Biochemical networks
56,s41540-020-00155-5,Robustness
57,s41420-020-00368-x,Cell lineage
58,s41420-020-00368-x,Gene regulation
59,s41420-020-00370-3,Apoptosis
60,s41420-020-00370-3,Necroptosis
61,s41524-020-00452-x,Atomistic models
62,s41524-020-00452-x,Coarse-grained models
63,s41524-020-00452-x,Mechanical properties
64,s41524-020-00452-x,Metals and alloys
65,s41477-020-00751-7,CRISPR-Cas9 genome editing
66,s41477-020-00751-7,CRISPR-Cas systems
67,s41477-020-00751-7,Gene targeting
68,s41523-020-00203-7,Breast cancer
69,s41523-020-00203-7,Cancer imaging
70,s41524-020-00448-7,Atomistic models
71,s41524-020-00448-7,Computational methods
72,s41524-020-00448-7,Electronic devices
73,s41524-020-00448-7,Electronic properties and materials
74,s41524-020-00448-7,Electronic structure
75,s41522-020-00169-1,Antimicrobials
76,s41522-020-00169-1,Biofilms
77,s41477-020-00754-4,Plant sciences
78,s41477-020-00754-4,Secondary metabolism
0,s41598-020-78769-2,Computational biophysics
1,s41598-020-78769-2,Criticality
2,s41598-020-78769-2,Dynamical systems
3,s41598-020-78769-2,Magnetic properties and materials
4,s41598-020-78769-2,Nonlinear dynamics
5,s41598-020-78769-2,Phase transitions and critical phenomena
6,s41598-020-78769-2,Statistical physics
7,s41598-020-78769-2,Stochastic modelling
8,s41598-020-78896-w,Peripheral nervous system
9,s41598-020-78896-w,Regeneration and repair in the nervous system
10,s41598-020-79066-8,Climate sciences
11,s41598-020-79066-8,Ocean sciences
12,s41598-020-78606-6,Cell biology
13,s41598-020-78606-6,Molecular biology
14,s41598-020-78606-6,Molecular medicine
15,s41598-020-77253-1,Climate sciences
16,s41598-020-77253-1,Ocean sciences
17,s41598-020-77253-1,Planetary science
18,s41598-020-79038-y,Chemistry
19,s41598-020-79038-y,Electrochemistry
20,s41598-020-79038-y,Physical chemistry
21,s41598-020-79038-y,Theoretical chemistry
22,s41598-020-79021-7,Cancer imaging
23,s41598-020-79021-7,Gastrointestinal cancer
24,s41598-020-79021-7,Near-infrared spectroscopy
25,s41598-020-78644-0,Biomedical engineering
26,s41598-020-78644-0,NMR spectroscopy
27,s41598-020-79073-9,Oesophageal cancer
28,s41598-020-79073-9,Surgical oncology
29,s41558-020-00935-1,Climate-change impacts
30,s41558-020-00935-1,Geomorphology
31,s41558-020-00935-1,Ocean sciences
32,s41598-020-78943-6,Prognostic markers
33,s41598-020-78943-6,Skin diseases
34,s41598-020-78943-6,Translational research
35,s41598-020-78981-0,Applied physics
36,s41598-020-78981-0,Materials for devices
37,s41598-020-78656-w,Nanoscale biophysics
38,s41598-020-78656-w,Single-molecule biophysics
39,s41598-020-79071-x,Cancer microenvironment
40,s41598-020-79071-x,Cervical cancer
41,s41598-020-79071-x,Prognostic markers
42,s41598-020-78823-z,Endocrinology
43,s41598-020-78823-z,Medical research
44,s41598-020-78823-z,Neurology
45,s41598-020-78823-z,Neuroscience
46,s41598-020-78927-6,Energy science and technology
47,s41598-020-78927-6,Solid Earth sciences
48,s41598-020-78828-8,Cardiology
49,s41598-020-78828-8,Risk factors
50,s41598-020-78767-4,Electrical and electronic engineering
51,s41598-020-78767-4,Electronic devices
52,s41598-020-78767-4,Electronics
53,s41598-020-78767-4, photonics and device physics
54,s41598-020-78979-8,Behavioural ecology
55,s41598-020-78979-8,Conservation biology
56,s41598-020-78979-8,Invasive species
57,s41598-020-77896-0,Biophysics
58,s41598-020-77896-0,Computational biology and bioinformatics
59,s41598-020-78901-2,Circadian rhythms and sleep
60,s41598-020-78901-2,Human behaviour
61,s41598-020-78727-y,Gastrointestinal models
62,s41598-020-78727-y,Gastrointestinal system
63,s41598-020-78727-y,Hepatology
64,s41598-020-78727-y,Lymphangiogenesis
65,s41598-020-78727-y,Physiology
66,s41598-020-79006-6,Chemistry
67,s41598-020-79006-6,Materials science
68,s41598-020-77667-x,Brain injuries
69,s41598-020-77667-x,Computational models
70,s41598-020-78569-8,Cancer
71,s41598-020-78569-8,Oncology
72,s41598-020-78802-4,Diseases
73,s41598-020-78802-4,Neuroscience
74,s41598-020-78489-7,Applied mathematics
75,s41598-020-78489-7,Computational methods
76,s41598-020-78489-7,Materials science
77,s41598-020-78312-3,Atmospheric chemistry
78,s41598-020-78312-3,Biochemistry
79,s41598-020-78312-3,Biogeochemistry
80,s41598-020-78312-3,Ecology
81,s41598-020-78312-3,Element cycles
82,s41598-020-78312-3,Environmental chemistry
83,s41598-020-78312-3,Environmental monitoring
84,s41598-020-78312-3,Environmental sciences
85,s41598-020-78312-3,Environmental social sciences
86,s41598-020-78312-3,Geochemistry
87,s41598-020-78312-3,Microbiology
88,s41598-020-78312-3,Planetary science
89,s41598-020-78312-3,Plant sciences
90,s41598-020-78741-0,Cancer immunotherapy
91,s41598-020-78741-0,Head and neck cancer
92,s41598-020-78741-0,Tumour biomarkers
93,s41598-020-78562-1,Materials for devices
94,s41598-020-78562-1,Process chemistry
95,s41598-020-78913-y,Diseases
96,s41598-020-78913-y,Health care
97,s41598-020-78805-1,Atmospheric science
98,s41598-020-78805-1,Climate and Earth system modelling
0,s41893-020-0568-8,Conservation biology
1,s41893-020-0568-8,Geography
2,s42005-020-00469-0,Scanning probe microscopy
3,s42005-020-00469-0,Superconducting devices
4,s42005-020-00469-0,Superconducting properties and materials
5,s42005-020-00464-5,Atomic and molecular collision processes
6,s42005-020-00464-5,Characterization and analytical techniques
7,s42005-020-00464-5,Condensed-matter physics
8,s42003-020-01359-5,Breast cancer
9,s42003-020-01359-5,Preclinical research
10,s42003-020-01359-5,Tumour immunology
11,s42004-020-00394-x,Coordination chemistry
12,s42004-020-00394-x,Protein design
13,s42004-020-00394-x,Self-assembly
14,s42004-020-00394-x,X-ray crystallography
15,s42004-020-00401-1,Computational chemistry
16,s42004-020-00401-1,Crystal engineering
17,s42004-020-00401-1,Structure prediction
18,s42005-020-00467-2,Nonlinear optics
19,s42005-020-00467-2,Quantum optics
20,s42004-020-00406-w,Electrocatalysis
21,s42004-020-00406-w,Energy
22,s42004-020-00406-w,Heterogeneous catalysis
23,s42005-020-00462-7,Applied mathematics
24,s42005-020-00462-7,Coarse-grained models
25,s42005-020-00462-7,Fluid dynamics
26,s42005-020-00462-7,Metals and alloys
27,s41928-020-0423-y,Electrical and electronic engineering
28,s41928-020-0423-y,Fibre optics and optical communications
29,s42004-020-00404-y,Conjugated polymers
30,s42004-020-00404-y,Polymers
31,s42003-020-01364-8,Computational biology and bioinformatics
32,s42003-020-01364-8,Organogenesis
33,s42003-020-01364-8,Transcriptomics
34,s42003-020-01362-w,Antigen presentation
35,s42003-020-01362-w,Cancer
36,s42003-020-01362-w,Cancer therapy
37,s42003-020-01362-w,Cell death and immune response
38,s42003-020-01374-6,CRISPR-Cas9 genome editing
39,s42003-020-01374-6,Live attenuated vaccines
40,s42003-020-01374-6,Pox virus
41,s41893-020-0481-1,Engineering
42,s41893-020-0481-1,Scientific community
43,s41893-020-0481-1,Sustainability
44,s41893-020-0481-1,Water resources
45,s42003-020-1109-8,Antivirals
46,s42003-020-1109-8,Viral infection
47,s42004-020-00340-x,Carbon nanotubes and fullerenes
48,s42004-020-00340-x,Reaction mechanisms
49,s42004-020-00340-x,Structure elucidation
50,s42004-020-00336-7,Enzyme mechanisms
51,s42004-020-00336-7,Metalloproteins
52,s42004-020-00336-7,X-ray crystallography
53,s42004-020-00343-8,Synthetic chemistry methodology
54,s42004-020-00343-8,Chemical synthesis
55,s41893-020-0518-5,Engineering
56,s41893-020-0518-5,Environmental sciences
57,s41893-020-0518-5,Water resources
58,s42004-020-00346-5,Solid-state chemistry
59,s42004-020-00346-5,Structural properties
60,s42004-020-00346-5,Sustainability
61,s42004-020-00346-5,Two-dimensional materials
62,s41746-020-00366-4,Health policy
63,s41746-020-00366-4,Palliative care
64,s41893-019-0456-2,Agriculture
65,s41893-019-0456-2,Climate-change mitigation
66,s41893-019-0456-2,Energy conservation
67,s41893-019-0456-2,Energy economics
68,s41893-019-0456-2,Environmental impact
69,s41928-020-0438-4,Electrical and electronic engineering
70,s41928-020-0438-4,Materials for optics
71,s41893-020-0514-9,Energy and society
72,s41893-020-0514-9,Energy infrastructure
73,s41893-020-0514-9,Environmental impact
74,s41893-020-0514-9,Sustainability
75,s41893-020-0577-7,Element cycles
76,s41893-020-0577-7,Government
77,s41893-020-0577-7,Sustainability
78,s41893-020-0572-z,Ecology
79,s41893-020-0572-z,Ecosystem services
80,s41928-020-0452-6,Electronic devices
81,s41928-020-0452-6,Two-dimensional materials
82,s41928-020-0451-7,Electronic devices
83,s41928-020-0451-7,Interdisciplinary studies
84,s41928-020-0451-7,Language and linguistics
85,s42003-020-01337-x,Endocrine system and metabolic diseases
86,s42003-020-01337-x,Physiology
87,s41929-020-0465-6,Electrocatalysis
88,s41929-020-0465-6,Energy
89,s41929-020-0465-6,Heterogeneous catalysis
90,s42003-020-01316-2,Fluorescence spectroscopy
91,s42003-020-01316-2,Single-molecule biophysics
0,s41598-020-76963-w,Biological techniques
1,s41598-020-76963-w,Imaging
2,s41598-020-76963-w,Optical imaging
3,s41598-020-77072-4,Biophysics
4,s41598-020-77072-4,Computational biology and bioinformatics
5,s41598-020-77072-4,Drug discovery
6,s41598-020-77072-4,Structural biology
7,s41598-020-77025-x,Eye diseases
8,s41598-020-77025-x,Medical research
9,s41598-020-77025-x,Optics and photonics
10,s41598-020-77025-x,Retinal diseases
11,s41598-020-76994-3,Gastroenterology
12,s41598-020-76994-3,Gastrointestinal diseases
13,s41598-020-76994-3,Hepatology
14,s41598-020-76994-3,Medical research
15,s41598-020-76994-3,Nutrition disorders
16,s41598-020-76994-3,Outcomes research
17,s41598-020-76848-y,Chemical engineering
18,s41598-020-76848-y,Electronic devices
19,s41598-020-77075-1,Oncology
20,s41598-020-77075-1,Risk factors
21,s41598-020-77011-3,Materials science
22,s41598-020-77011-3,Medical research
23,s41598-020-76914-5,Diagnostic markers
24,s41598-020-76914-5,Infectious-disease diagnostics
25,s41598-020-76853-1,Cervical cancer
26,s41598-020-76853-1,Disease-free survival
27,s41598-020-76853-1,Magnetic resonance imaging
28,s41598-020-77051-9,Materials science
29,s41598-020-77051-9,Optics and photonics
30,s41598-020-77051-9,Physics
31,s41598-020-76886-6,Outcomes research
32,s41598-020-76886-6,Peripheral vascular disease
33,s41598-020-76886-6,Regeneration
34,s41598-020-77122-x,Corneal diseases
35,s41598-020-77122-x,Predictive markers
36,s41598-020-77108-9,Human behaviour
37,s41598-020-77108-9,Psychology
38,s41598-020-76945-y,Ceramics
39,s41598-020-76945-y,Mechanical properties
40,s41558-020-0894-x,Marine biology
41,s41558-020-0894-x,Phenology
42,s41558-020-0894-x,Physical oceanography
43,s41598-020-76957-8,Energy science and technology
44,s41598-020-76957-8,Mathematics and computing
45,s41598-020-77078-y,Retinal diseases
46,s41598-020-77078-y,Vision disorders
47,s41598-020-76519-y,Cancer genomics
48,s41598-020-76519-y,DNA methylation
49,s41598-020-76519-y,Gastrointestinal cancer
50,s41598-020-76519-y,Transcription
51,s41598-020-76813-9,Geochemistry
52,s41598-020-76813-9,Geophysics
53,s41598-020-76813-9,Mineralogy
54,s41598-020-76813-9,Solid Earth sciences
55,s41598-020-76359-w,Cardiology
56,s41598-020-76359-w,Diagnosis
57,s41598-020-76359-w,Medical imaging
58,s41598-020-76752-5,Diseases
59,s41598-020-76752-5,Medical research
60,s41598-020-76752-5,Oncology
61,s41598-020-76964-9,Environmental chemistry
62,s41598-020-76964-9,Environmental impact
63,s41598-020-74213-7,Biotechnology
64,s41598-020-74213-7,Diseases
65,s41598-020-74213-7,Gastroenterology
66,s41598-020-76983-6,Blood flow
67,s41598-020-76983-6,Experimental models of disease
68,s41598-020-77083-1,Materials for devices
69,s41598-020-77083-1,Materials science
70,s41598-020-77083-1,Surface patterning
71,s41598-020-77083-1,Techniques and instrumentation
72,s41598-020-76326-5,Chemistry
73,s41598-020-76326-5,Engineering
74,s41598-020-76326-5,Materials science
75,s41598-020-76326-5,Physics
76,s41598-020-77123-w,Anatomy
77,s41598-020-77123-w,Health care
78,s41598-020-77123-w,Pathogenesis
79,s41598-020-76894-6,Medical research
80,s41598-020-76894-6,Risk factors
81,s41598-020-76998-z,Bacterial infection
82,s41598-020-76998-z,Respiratory tract diseases
83,s41598-020-76793-w,Design
84,s41598-020-76793-w, synthesis and processing
85,s41598-020-76793-w,Mechanical engineering
86,s41598-020-77062-6,Chemistry
