journal,issn,title,authors,year,volume_issue,publication_date,doi
Ecological Applications,1051-0761,Pesticide exposure enhances dominance patterns in a zooplankton community,Rafaela A Almeida; Maxime Fajgenblat; Pieter Lemmens; Luc De Meester,2023,,,
Ecological Applications,1051-0761,Weighting and aggregating expert ecological judgments,Victoria Hemming; Anca M Hanea; Terry Walshe; Mark A Burgman,2020,v30 n4 (20200601): 1-17,2020-06-01,
Ecological Applications,1051-0761,Adapting western North American forests to climate change and wildfires: 10 common questions,Susan J Prichard; Paul F Hessburg; R Keala Hagmann; Nicholas A Povak; Solomon Z Dobrowski; Matthew D Hurteau; Van R Kane; Robert E Keane; Leda N Kobziar; Crystal A Kolden; Malcolm North; Sean A Parks; Hugh D Safford; Jens T Stevens; Larissa L Yocom; Derek J Churchill; Robert W Gray; David W Huffman; Frank K Lake; Pratima Khatri-Chhetri,2021,,,10.1002/eap.2433
Ecological Applications,1051-0761,"Wetland hydropattern and vegetation greenness predict avian populations in Palo Verde, Costa Rica.",Stefano Barchiesi; Alice Alonso; Marco Pazmiño-Hernandez; Juan M Serrano-Sandí; Rafael Muñoz-Carpena; Christine Angelini,2022,,,10.1002/eap.2493
Ecological Applications,1051-0761,Limitations to coral recovery along an environmental stress gradient,Christopher Doropoulos; Luis A Gómez‐Lemos; Kinam Salee; M James McLaughlin; Jan Tebben; Mark Van Koningsveld; Ming Feng; Russell C Babcock,2022,,,
Ecological Applications,1051-0761,How does prescribed fire shape bird and plant communities in a temperate dry forest ecosystem?,Frederick W Rainsford; Luke T Kelly; Steve W J Leonard; Andrew F Bennett,2021,v31 n4 (20210601): 1-16,2021-06-01,
Ecological Applications,1051-0761,Mapping marine benthic biological traits to facilitate future sustainable development,Stefan G Bolam; Keith Cooper; Anna-Leena Downie,2023,,,
Ecological Applications,1051-0761,Conspecific and congeneric interactions shape increasing rates of breeding dispersal of northern spotted owls,Julianna M A Jenkins; Damon B Lesmeister; Eric D Forsman; Katie M Dugger; Steven H Ackers; L Steven Andrews; Scott A Gremel; Bruce Hollen; Chris E McCafferty; M Shane Pruett; Janice A Reid; Stan G Sovern; J David Wiens,2021,,,10.1002/eap.2398
Ecological Applications,1051-0761,"Interacting effects of cold snaps, rain, and agriculture on the fledging success of a declining aerial insectivore",Daniel R Garrett; Fanie Pelletier; Dany Garant; Marc Bélisle,2022,,,
Ecological Applications,1051-0761,Drivers of spatiotemporal variability in a marine foundation species,Anita Giraldo‐Ospina; Tom Bell; Mark H Carr; Jennifer E Caselle,2025,,,10.1002/eap.3092
Ecological Applications,1051-0761,"Biotic resistance to fish invasions in southernChina: Evidence from biomass, habitat, and fertility limitation",Dangen Gu; Tao Jia; Hui Wei; Miao Fang; Fandong Yu; Lu Shu; Xuejie Wang; Gaojun Li; Xingwei Cai; Xidong Mu; Meng Xu; Jianwei Wang; Yinchang Hu,2023,,,10.1002/eap.2819
Ecological Applications,1051-0761,Regard and protect ground-nesting pollinators as part of soil biodiversity.,Stefanie Christmann,2022,,,10.1002/eap.2564
Ecological Applications,1051-0761,Fragmentation reduces community-wide taxonomic and functional diversity of dispersed tree seeds in the Central Amazon,Elaine R Hooper; Mark S Ashton,2020,,,10.1002/eap.2093
Ecological Applications,1051-0761,"Forest restoration treatments increased growth and did not change survival of ponderosa pines in severe drought, Arizona",Peter Z Fulé; Andrew J Sánchez Meador; Margaret M Moore; W Wallace Covington; Thomas E Kolb; David W Huffman; Donald P Normandin; John Paul Roccaforte,2022,,,10.1002/eap.2717
Ecological Applications,1051-0761,"Pollinator richness, pollination networks, and diet adjustment along local and landscape gradients of resource diversity",Carmelo Gómez‐Martínez; Miguel A González‐Estévez; Joana Cursach; Amparo Lázaro,2022,,,
Ecological Applications,1051-0761,Comment on Inorganic N addition replaces N supplied to switchgrass (Panicum virgatum) by arbuscular mycorrhizal fungi,Woo-Jung Choi; Scott X Chang; Jin-Hyeob Kwak,2021,v31 n4 (20210601): 1-3,2021-06-01,
Ecological Applications,1051-0761,Partial refuges from biological control due to intraspecific variation in protective host traits,,,,,
Ecological Applications,1051-0761,Concentration-discharge relationships derived from a larger regional dataset as a tool for watershed management.,Sarah C D'Amario; Henry F Wilson; Marguerite A Xenopoulos,2021,,,10.1002/eap.2447
Ecological Applications,1051-0761,Management of cover crops in temperate climates influences soil organic carbon stocks a meta-analysis,Shelby C McClelland; Keith Paustian; Meagan E Schipanski,2021,v31 n3 (20210401): 1-19,2021-04-01,
Ecological Applications,1051-0761,Habitat heterogeneity captured by 30-m resolution satellite image texture predicts bird richness across the United States,Laura S Farwell; Paul R Elsen; Elena Razenkova; Anna M Pidgeon; Volker C Radeloff,2020,v30 n8 (20201201): 1-17,2020-12-01,
Ecological Applications,1051-0761,Redefining American conservation for equitable and inclusive social-environmental management.,Nia Morales; Jordan Lee; Milton Newberry; Karen Bailey,2023,,,10.1002/eap.2749
Ecological Applications,1051-0761,Environmental drivers of recruitment in a tropical fishery: Monsoonal effects and vulnerability to water abstraction,David A Crook; John R Morrongiello; Alison J King; Brendan J Adair; Mark A Grubert; Brien H Roberts; Michael M Douglas; Thor M Saunders,2022,,,10.1002/eap.2563
Ecological Applications,1051-0761,Cover Image,,2024,,,10.1002/eap.2873
Ecological Applications,1051-0761,Demographic modeling to fine‐tune conservation targets: importance of pre‐adults for the decline of an endangered raptor,Fabrizio Sergio; Giacomo Tavecchia; Julio Blas; Alessandro Tanferna; Fernando Hiraldo,2021,,,
Ecological Applications,1051-0761,Mapping multiscale breeding bird species distributions across the United States and evaluating their conservation applications.,Kathleen A Carroll; Anna M Pidgeon; Paul R Elsen; Laura S Farwell; David Gudex-Cross; Benjamin Zuckerberg; Volker C Radeloff,2024,,,10.1002/eap.2934
Ecological Applications,1051-0761,Fire-driven vegetation type conversion in Southern California.,,,,,
Ecological Applications,1051-0761,Species‐level tree crown maps improve predictions of tree recruit abundance in a tropical landscape,Cristina Barber; Sarah J Graves; Jefferson S Hall; Pieter A Zuidema; Jodi Brandt; Stephanie A Bohlman; Gregory P Asner; Mario Bailón; T Trevor Caughlin,2022,,,
Ecological Applications,1051-0761,Meta‐analysis of salt marsh vegetation impacts and recovery: a synthesis following the Deepwater Horizon oil spill,Scott Zengel; Jennifer Weaver; Irving A Mendelssohn; Sean A Graham; Qianxin Lin; Mark W Hester; Jonathan M Willis; Brian R Silliman; John W Fleeger; Giovanna McClenachan; Nancy N Rabalais; R Eugene Turner; A Randall Hughes; Just Cebrian; Donald R Deis; Nicolle Rutherford; Brian J Roberts,2022,,,10.1002/eap.2489
Ecological Applications,1051-0761,Climate and species stress resistance modulate the higher survival of large seedlings in forest restorations worldwide,Enrique Andivia; Pedro Villar-Salvador; Juan A Oliet; Jaime Puértolas; R Kasten Dumroese; Vladan Ivetić; Rafael Molina-Venegas; Eduardo C Arellano; Guolei Li; Juan F Ovalle,2021,,,10.1002/eap.2394
Ecological Applications,1051-0761,Increasing taxonomic diversity and spatial resolution clarifies opportunities for protecting US imperiled species,Healy Hamilton; Regan L Smyth; Bruce E Young; Timothy G Howard; Christopher Tracey; Sean Breyer; D Richard Cameron; Anne Chazal; Amy K Conley; Charlie Frye; Carrie Schloss,2022,,,10.1002/eap.2534
Ecological Applications,1051-0761,Evaluating long-term success in grassland restoration: an ecosystem multifunctionality approach,Monika Carol Resch; Martin Schütz; Nina Buchmann; Beat Frey; Ulrich Graf; Wim H Putten; Stephan Zimmermann; Anita C Risch,2021,,,10.1002/eap.2271
Ecological Applications,1051-0761,Recruitment enhancement varies by taxonomic group and oyster reef habitat characteristics,Theresa M Davenport; A Randall Hughes; Philine S E zu Ermgassen; Jonathan H Grabowski,2021,v31 n5 (20210701): 1-15,2021-07-01,
Ecological Applications,1051-0761,Cover Image,,2022,,,10.1002/eap.2373
Ecological Applications,1051-0761,Modeling the evolution of herbicide resistance in weed species with a complex life cycle.,K Harrison Holmes; John L Lindquist; Richard Rebarber; Rodrigo Werle; Melinda Yerka; Brigitte Tenhumberg,2022,,,10.1002/eap.2473
Ecological Applications,1051-0761,The effectiveness of harvest for limiting wildlife disease: Insights from 20 years of chronic wasting disease in Wyoming,Wynne E Moss; Justin Binfet; L Embere Hall; Samantha E Allen; William H Edwards; Jessica E Jennings-Gaines; Paul C Cross,2025,,,10.1002/eap.3089
Ecological Applications,1051-0761,The identity crisis of ecological diversity,Maria N Miriti,2021,,,
Ecological Applications,1051-0761,Improved assessment of baseline and additionality for forest carbon crediting,Nina A Randazzo; Doria R Gordon; Steven P Hamburg,2023,,,
Ecological Applications,1051-0761,Strong and consistent effects of waterbird composition on HPAI H5 occurrences across Europe,Shenglai Yin; Chi Xu; Yong Zhang; Willem F Boer; Taej Mundkur; Jean Artois; Francisca C Velkers; John Y Takekawa; Yali Si; Huaiyu Tian; Guan-Zhu Han; Yuyang Chen; Hongliang Chai; Lijuan Cui; Zheng Y X Huang,2024,,,10.1002/eap.3010
Ecological Applications,1051-0761,Terrestrial land use signals on groundwater fauna beyond current protection buffers.,Mara Knüsel; Roman Alther; Florian Altermatt,2024,,,10.1002/eap.3040
Ecological Applications,1051-0761,"Diet energy density estimated from isotopes in predator hair associated with survival, habitat, and population dynamics",Karyn D Rode; Brian D Taras; Craig A Stricker; Todd C Atwood; Nicole P Boucher; George M Durner; Andrew E Derocher; Evan S Richardson; Seth G Cherry; Lori Quakenbush; Lara Horstmann; Jeffrey F Bromaghin,2023,,,10.1002/eap.2751
Ecological Applications,1051-0761,Environment shapes the spatial organization of tree diversity in fragmented forests across a human-modified landscape,Meghna Krishnadas; Anand M Osuri,2021,v31 n2 (20210301): 1-14,2021-03-01,
Ecological Applications,1051-0761,"Integrating genetics, biophysical, and demographic insights identifies critical sites for seagrass conservation",Marlene Jahnke; Per‐Olav Moksnes; Jeanine L Olsen; Núria Serra Serra; Martin Nilsson Jacobi; Kadri Kuusemäe; Hanna Corell; Per R Jonsson,2020,,,
Ecological Applications,1051-0761,Increased lead and glucocorticoid concentrations reduce reproductive success in House Sparrows along an urban gradient,Justin H White; Jennifer J Heppner; Jenny Q Ouyang,2022,,,10.1002/eap.2688
Ecological Applications,1051-0761,Plant diversity effect on water quality in wetlands: a meta-analysis based on experimental systems,Jacques Brisson; Mariana Rodriguez; Charles A Martin; Raphaël Proulx,2020,,,10.1002/eap.2074
Ecological Applications,1051-0761,"Nitrification, denitrification, and competition for soil <scp>N</scp> : Evaluation of two <scp>Earth System Models</scp> against observations",,,,,
Ecological Applications,1051-0761,Regional context and dispersal mode drive the impact of landscape structure on seed dispersal,Miriam San-José; Víctor Arroyo-Rodríguez; Jorge A Meave,2020,,,10.1002/eap.2033
Ecological Applications,1051-0761,Tree growth response to drought partially explains regional-scale growth and mortality patterns in Iberian forests,Antonio Gazol; J Julio Camarero; Raúl Sánchez-Salguero; Miguel A Zavala; Xavier Serra-Maluquer; Emilia Gutiérrez; Martín Luis; Gabriel Sangüesa-Barreda; Klemen Novak; Vicente Rozas; Pedro A Tíscar; Juan C Linares; Edurne Martínez del Castillo; Montse Ribas; Ignacio García-González; Fernando Silla; Álvaro Camison; Mar Génova,2022,,,10.1002/eap.2589
Ecological Applications,1051-0761,Flowering time advances since the 1970s in a sagebrush steppe community: Implications for management and restoration.,Trevor D S Bloom; Donal S O'Leary; Corinna Riginos,2022,,,10.1002/eap.2583
Ecological Applications,1051-0761,Direct evidence using a controlled greenhouse study for threshold effects of soil organic matter on crop growth,Emily E Oldfield; Stephen A Wood; Mark A Bradford,2020,,,10.1002/eap.2073
Ecological Applications,1051-0761,Restoring function: Positive responses of carbon and nitrogen to 20 years of hydrologic restoration in montane meadows,Cody C Reed; Asmeret A Berhe; Kimber C Moreland; Jim Wilcox; Benjamin W Sullivan,2022,,,
Ecological Applications,1051-0761,Cover Image,,2021,,,10.1002/eap.2175
Ecological Applications,1051-0761,Demographic trends in community functional tolerance reflect tree responses to climate and altered fire regimes,L A Marshall; D A Falk,2020,v30 n8 (20201201): 1-16,2020-12-01,
Ecological Applications,1051-0761,Living in the concrete jungle: carnivore spatial ecology in urban parks,Siria Gámez; Nyeema C Harris,2021,,,
Ecological Applications,1051-0761,Cytotype and genotype predict mortality and recruitment in Colorado quaking aspen (Populus tremuloides).,,,,,
Ecological Applications,1051-0761,Integrating environmental justice into applied ecology research: Somebody else’s problem?,Gillian Bowser; Carmen R Cid,2020,,,10.1002/eap.2250
Ecological Applications,1051-0761,Seasonal dynamics of flock interaction networks across a human-modified landscape in lowland Amazonian rain forest,Cameron L Rutt; Philip C Stouffer,2021,,,
Ecological Applications,1051-0761,Using Indigenous and Western knowledge systems for environmental risk assessment,Mary-Claire Buell; Doran Ritchie; Kathleen Ryan; Chris D Metcalfe,2020,v30 n7 (20201001): 1-14,2020-10-01,
Ecological Applications,1051-0761,Ecological Applications,,2024,,,10.1002/eap.v34.5
Ecological Applications,1051-0761,Soil organic carbon in drylands: shrub encroachment and vegetation management effects dwarf those of livestock grazing,Heather L Throop; Steven R Archer; Mitchel P McClaran,2020,,,
Ecological Applications,1051-0761,Factors influencing the persistence of a fire‐sensitive Artemisia species in a fire‐dependent ecosystem,Megan J Dornbusch; Ryan F Limb; Ilana V Bloom‐Cornelius; R Dwayne Elmore; John R Weir; Samuel D Fuhlendorf,2022,,,
Ecological Applications,1051-0761,Consistent declines in aquatic biodiversity across diverse domains of life in rivers impacted by surface coal mining,Marie Simonin; Jennifer D Rocca; Jacqueline R Gerson; Eric Moore; Alexander C Brooks; Lauren Czaplicki; Matthew R V Ross; Noah Fierer; Joseph M Craine; Emily S Bernhardt,2021,v31 n6 (20210901): 1-16,2021-09-01,
